user_id,name,email,signup_date,country
u60000,Isha Reddy,isha.reddy0@example.com,2026-01-28,US
u60001,Rohan Menon,rohan.menon1@example.com,2026-07-10,US
u60002,Diya Gupta,diya.gupta2@example.com,2026-08-26,DE
u60003,Maya Iyer,maya.iyer3@example.com,2026-06-22,IN
u60004,Kabir Nair,kabir.nair4@example.com,2026-08-15,DE
u60005,Arjun Gupta,arjun.gupta5@example.com,2026-07-03,DE
u60006,Kabir Iyer,kabir.iyer6@example.com,2026-07-21,DE
u60007,Diya Sharma,diya.sharma7@example.com,2026-09-11,DE
u60008,Sahithi Iyer,sahithi.iyer8@example.com,2026-08-17,JP
u60009,Diya Gupta,diya.gupta9@example.com,2026-08-14,IN
u60010,Arjun Gupta,arjun.gupta10@example.com,2026-03-05,SG
u60011,Sahithi Menon,sahithi.menon11@example.com,2026-05-19,IN
u60012,Diya Sharma,diya.sharma12@example.com,2026-09-04,JP
u60013,Isha Menon,isha.menon13@example.com,2026-02-15,JP
u60014,Maya Rao,maya.rao.example.com,2026-05-19,IN
u60015,Diya Das,diya.das15@example.com,2026-03-26,US
u60016,Isha Sharma,isha.sharma16@example.com,2026-02-14,SG
u60017,Kabir Das,kabir.das17@example.com,2026-08-20,SG
u60018,Kabir Iyer,kabir iyer@example.com,2026-04-06,IN
u60019,Maya Reddy,maya.reddy19@example.com,2026-07-18,IN
u60020,Aarav Menon,aarav.menon20@example.com,2026-02-01,US
u60021,Arjun Das,arjun.das21@example.com,2026-07-28,JP
u60022,Arjun Gupta,arjun.gupta22@example.com,2026-06-23,DE
u60023,,maya.reddy23@example.com,2026-03-05,IN
u60024,Sahithi Sharma,sahithi.sharma24@example.com,2026-04-16,US
u60025,Sahithi Menon,sahithi.menon25@example.com,2026-09-07,IN
u60026,Maya Das,maya.das26@example.com,2026-03-16,DE
u60027,Aarav Reddy,aarav.reddy27@example.com,2026-03-05,DE
u60028,Arjun Das,arjun.das28@example.com,2026-01-28,DE
u60029,Sahithi Nair,sahithi.nair29@example.com,2026-05-19,DE
u60030,Aarav Rao,aarav.rao30@example.com,2026-01-04,DE
u60031,Isha Das,isha.das31@example.com,2026-09-10,IN
u60032,Arjun Menon,arjun.menon32@example.com,2026-08-17,JP
u60033,Arjun Nair,arjun.nair33@example.com,2026-01-17,IN
u60034,Isha Rao,isha.rao34@example.com,2026-09-03,SG
u60035,Isha Das,isha.das35@example.com,2026-02-16,JP
u60036,Kabir Das,kabir.das36@example.com,2026-07-01,US
u60037,Maya Nair,maya.nair37@example.com,2026-08-12,DE
u60038,Sahithi Nair,sahithi.nair38@example.com,2026-06-20,DE
u60039,Rohan Gupta,rohan.gupta39@example.com,2026-07-14,SG
u60040,Arjun Iyer,arjun.iyer40@example.com,2026-04-10,IN
u60041,Arjun Iyer,arjun.iyer41@example.com,2026-03-07,US
u60042,Arjun Reddy,arjun.reddy42@example.com,2026-07-16,SG
u60043,Sahithi Nair,sahithi.nair43@example.com,2026-09-02,IN
u60044,Kabir Gupta,kabir.gupta44@example.com,2026-06-22,US
u60045,Rohan Sharma,,2026-02-11,DE
u60046,Diya Nair,diya.nair46@example.com,2026-08-09,SG
u60047,Kabir Sharma,kabir.sharma47@example.com,2026-09-09,US
u60048,Diya Sharma,diya.sharma48@example.com,2026-08-26,DE
u60049,Diya Reddy,diya.reddy49@example.com,2026-02-27,JP
u60050,Aarav Reddy,aarav.reddy50@example.com,2026-03-21,IN
u60051,Sahithi Rao,sahithi.rao51@example.com,2026-03-24,SG
u60052,Arjun Das,arjun.das52@example.com,2026-02-05,SG
u60053,Kabir Iyer,kabir.iyer53@example.com,2026-02-28,US
u60054,Arjun Menon,arjun.menon54@example.com,2026-01-08,DE
u60055,Kabir Gupta,kabir.gupta55@example.com,2026-09-06,IN
u60056,Maya Rao,maya.rao56@example.com,2026-07-12,US
u60057,Rohan Menon,rohan.menon57@example.com,2026-04-05,DE
u60058,Isha Menon,isha.menon58@example.com,2026-08-28,JP
u60059,Kabir Sharma,kabir.sharma59@example.com,2026-08-05,IN
