user_id,name,email,signup_date,country
u10000,Diya Sharma,diya.sharma0@example.com,2026-03-06,JP
u10001,Aarav Reddy,aarav.reddy1@example.com,2026-05-15,DE
u10002,Arjun Das,arjun.das2@example.com,2026-07-09,US
u10003,Diya Rao,diya.rao3@example.com,2026-07-04,SG
u10004,Arjun Gupta,arjun.gupta4@example.com,2026-01-08,DE
u10005,Aarav Sharma,aarav.sharma5@example.com,2026-04-10,US
u10006,Rohan Gupta,rohan.gupta6@example.com,2026-05-11,IN
u10007,Aarav Das,,2026-07-06,US
u10008,Kabir Reddy,kabir.reddy8@example.com,2026-07-28,IN
u10009,Isha Sharma,isha.sharma9@example.com,2026-08-03,SG
u10010,Isha Menon,isha.menon10@example.com,2026-07-10,IN
u10011,Isha Sharma,isha.sharma11@example.com,2026-06-06,JP
u10012,Arjun Rao,arjun.rao12@example.com,2026-02-14,IN
u10013,Sahithi Menon,sahithi.menon13@example.com,2026-07-17,IN
u10014,Isha Gupta,isha.gupta14@example.com,2026-06-08,SG
u10015,Rohan Reddy,rohan.reddy15@example.com,2026-09-21,IN
u10016,Sahithi Rao,sahithi.rao16@example.com,2026-06-24,US
u10017,Sahithi Reddy,,2026-03-09,US
u10018,Diya Iyer,diya.iyer18@example.com,2026-08-15,JP
u10019,Arjun Rao,arjun.rao19@example.com,2026-06-05,DE
u10020,Diya Das,diya.das20@example.com,2026-08-21,SG
u10021,Maya Sharma,maya.sharma21@example.com,2026-06-17,IN
u10022,Maya Das,maya.das22@example.com,2026-08-02,IN
u10023,Kabir Gupta,kabir gupta@example.com,2026-02-21,IN
u10024,Isha Das,isha.das24@example.com,2026-09-26,IN
u10025,Arjun Nair,arjun.nair25@example.com,2026-06-20,DE
u10026,Rohan Sharma,rohan.sharma26@example.com,2026-08-04,SG
u10027,Diya Iyer,diya.iyer27@example.com,2026-01-08,DE
u10028,Arjun Iyer,arjun.iyer28@example.com,2026-06-12,SG
u10029,Isha Menon,isha.menon29@example.com,2026-06-22,JP
u10030,Aarav Rao,aarav.rao30@example.com,2026-02-11,IN
u10031,Isha Gupta,isha.gupta31@example.com,2026-05-24,JP
u10032,Rohan Rao,rohan.rao32@example.com,2026-02-19,US
u10033,Kabir Gupta,kabir.gupta33@example.com,2026-07-05,JP
u10034,Diya Gupta,diya.gupta34@example.com,2026-09-13,SG
u10035,Rohan Reddy,rohan.reddy35@example.com,2026-07-17,SG
u10036,Aarav Rao,aarav.rao36@example.com,2026-05-06,
u10037,Sahithi Nair,sahithi.nair37@example.com,2026-03-05,IN
u10038,Maya Reddy,maya.reddy38@example.com,2026-09-25,JP
u10039,Aarav Rao,aarav.rao39@example.com,2026-03-20,DE
u10040,Rohan Iyer,rohan@@example.com,2026-03-27,JP
u10041,Arjun Sharma,arjun.sharma41@example.com,2026-07-12,US
u10042,Arjun Gupta,arjun.gupta42@example.com,2026-08-08,JP
u10043,Sahithi Gupta,sahithi.gupta43@example.com,2026-08-27,US
u10044,Kabir Das,kabir.das44@example.com,2026-08-25,SG
u10045,Isha Menon,isha.menon45@example.com,2026-03-27,US
u10046,Rohan Gupta,rohan.gupta46@example.com,2026-01-21,DE
u10047,Kabir Reddy,kabir.reddy47@example.com,2026-09-28,IN
u10048,Maya Reddy,maya.reddy48@example.com,2026-03-09,DE
u10049,Rohan Menon,rohan.menon49@example.com,2026-02-08,DE
u10050,Kabir Sharma,kabir.sharma50@example.com,2026-07-02,DE
u10051,Kabir Nair,kabir.nair51@example.com,2026-07-03,SG
u10052,Sahithi Sharma,sahithi.sharma52@example.com,2026-06-04,SG
u10053,Rohan Iyer,rohan.iyer53@example.com,2026-01-10,DE
u10054,Rohan Das,rohan.das54@example.com,2026-08-20,IN
u10055,Diya Sharma,diya sharma@example.com,2026-05-07,US
u10056,Isha Reddy,isha.reddy56@example.com,2026-05-08,SG
u10057,Diya Sharma,diya.sharma57@example.com,2026-04-14,JP
u10058,Arjun Reddy,arjun.reddy58@example.com,2026-02-27,DE
u10059,Aarav Nair,aarav.nair59@example.com,2026-03-10,DE
u10060,Aarav Rao,aarav.rao60@example.com,2026-04-19,DE
u10061,Rohan Reddy,rohan.reddy61@example.com,2026-09-12,IN
u10062,Aarav Menon,aarav.menon62@example.com,2026-08-02,DE
u10063,Kabir Gupta,kabir.gupta63@example.com,2026-01-12,IN
u10064,Kabir Nair,kabir.nair64@example.com,2026-02-25,JP
u10065,Kabir Iyer,kabir.iyer65@example.com,2026-01-12,JP
u10066,Kabir Iyer,kabir.iyer66@example.com,2026-08-23,DE
u10067,Rohan Iyer,rohan.iyer67@example.com,2026-02-23,DE
u10068,Aarav Gupta,aarav.gupta68@example.com,2026-04-02,US
u10069,Aarav Rao,aarav.rao69@example.com,2026-05-17,DE
u10070,Arjun Gupta,arjun.gupta70@example.com,2026-01-25,US
u10071,Maya Rao,maya.rao71@example.com,2026-01-28,SG
u10072,Maya Reddy,maya.reddy72@example.com,2026-06-14,DE
u10073,Arjun Menon,arjun.menon73@example.com,2026-06-06,DE
u10074,Arjun Rao,arjun.rao74@example.com,2026-09-09,IN
u10075,Isha Reddy,isha.reddy75@example.com,2026-07-20,US
u10076,Maya Rao,maya.rao76@example.com,2026-02-03,SG
u10077,Maya Gupta,maya.gupta77@example.com,2026-08-20,DE
u10078,Rohan Das,rohan.das78@example.com,2026-06-15,IN
u10079,Kabir Menon,kabir.menon79@example.com,2026-05-21,
u10080,Kabir Iyer,kabir.iyer80@example.com,2026-01-05,JP
u10081,Arjun Sharma,arjun.sharma81@example.com,2026-03-03,US
u10082,Kabir Rao,kabir.rao82@example.com,2026-07-19,IN
u10083,Rohan Das,rohan das@example.com,2026-06-12,DE
u10084,Rohan Rao,rohan.rao84@example.com,2026-07-11,SG
u10085,Sahithi Reddy,sahithi.reddy85@example.com,2026-01-24,US
u10086,Arjun Menon,arjun.menon86@example.com,2026-09-04,SG
u10087,Maya Das,@example.com,2026-04-20,SG
u10088,Sahithi Reddy,sahithi.reddy88@example.com,2026-03-28,IN
u10089,Arjun Iyer,arjun.iyer89@example.com,2026-08-03,SG
u10090,Kabir Reddy,kabir.reddy90@example.com,2026-09-18,SG
u10091,Maya Iyer,maya.iyer91@example.com,2026-03-26,SG
u10092,Sahithi Reddy,sahithi.reddy92@example.com,2026-04-26,US
u10093,Sahithi Das,sahithi.das93@example.com,2026-01-12,JP
u10094,Kabir Das,kabir.das.example.com,2026-09-05,JP
u10095,Maya Menon,maya.menon95@example.com,2026-08-17,DE
u10096,Isha Reddy,isha.reddy96@example.com,,IN
u10097,Rohan Iyer,rohan.iyer97@example.com,2026-03-14,JP
u10098,Aarav Reddy,aarav.reddy98@example.com,2026-09-05,SG
u10099,Rohan Iyer,rohan.iyer99@example.com,2026-06-23,US
u10100,Kabir Gupta,kabir.gupta100@example.com,2026-02-09,US
u10101,Maya Iyer,maya.iyer101@example.com,2026-05-20,JP
u10102,Diya Iyer,diya iyer@example.com,2026-03-06,JP
u10103,Kabir Sharma,kabir.sharma103@example.com,2026-01-03,IN
u10104,Maya Nair,maya.nair104@example.com,2026-07-20,IN
u10105,Arjun Gupta,arjun.gupta105@example.com,2026-05-16,US
u10106,Isha Gupta,isha.gupta106@example.com,2026-08-03,IN
u10107,Rohan Das,,2026-07-16,DE
u10108,Kabir Rao,kabir.rao108@example.com,2026-06-13,US
u10109,Kabir Reddy,kabir.reddy109@example.com,2026-06-08,DE
u10110,Diya Gupta,diya.gupta110@example.com,2026-08-08,US
