user_id,name,email,signup_date,country
u20000,Kabir Das,kabir.das0@example.com,2026-06-14,JP
u20001,Rohan Gupta,,2026-06-20,US
u20002,Isha Rao,isha.rao2@example.com,2026-05-24,DE
u20003,Sahithi Rao,sahithi.rao3@example.com,2026-07-09,DE
u20004,Kabir Reddy,kabir.reddy4@example.com,2026-04-19,JP
u20005,Rohan Sharma,rohan.sharma5@example.com,2026-08-23,US
u20006,Arjun Gupta,arjun.gupta6@example.com,2026-02-27,DE
u20007,Arjun Iyer,arjun.iyer7@example.com,2026-05-08,SG
u20008,Rohan Menon,rohan.menon8@example.com,2026-07-03,DE
u20009,Arjun Menon,arjun.menon9@example.com,2026-09-17,DE
u20010,Aarav Rao,aarav.rao10@example.com,2026-09-20,IN
u20011,Diya Nair,diya.nair11@example.com,2026-06-06,JP
u20012,Aarav Menon,aarav.menon12@example.com,2026-06-26,DE
u20013,Diya Sharma,diya.sharma13@example.com,2026-02-09,US
u20014,Sahithi Das,sahithi.das14@example.com,2026-06-13,DE
u20015,Rohan Rao,rohan.rao15@example.com,2026-01-16,IN
u20016,Maya Menon,maya.menon16@example.com,2026-02-04,US
u20017,Kabir Gupta,kabir.gupta17@example.com,2026-06-15,US
u20018,Arjun Rao,arjun.rao18@example.com,2026-08-04,DE
u20019,Arjun Rao,arjun.rao19@example.com,2026-02-10,IN
u20020,Diya Sharma,diya.sharma20@example.com,2026-06-21,IN
u20021,Rohan Nair,rohan.nair21@example.com,2026-09-06,JP
u20022,Rohan Rao,rohan.rao22@example.com,2026-09-14,DE
u20023,Sahithi Menon,sahithi.menon23@example.com,2026-03-06,DE
u20024,Isha Sharma,isha.sharma24@example.com,2026-04-15,JP
u20025,Isha Menon,isha.menon25@example.com,2026-01-23,US
u20026,Sahithi Gupta,sahithi.gupta26@example.com,2026-02-19,IN
u20027,Rohan Rao,rohan.rao27@example.com,2026-06-07,DE
u20028,Diya Gupta,diya.gupta28@example.com,2026-08-17,SG
u20029,Isha Menon,isha.menon29@example.com,2026-02-12,SG
u20030,Arjun Iyer,arjun.iyer30@example.com,2026-05-20,JP
u20031,Diya Iyer,diya.iyer31@example.com,2026-06-04,US
u20032,Maya Reddy,maya.reddy32@example.com,2026-03-12,US
u20033,Isha Menon,isha.menon33@example.com,2026-03-19,DE
u20034,Isha Iyer,isha.iyer34@example.com,2026-08-21,JP
u20035,Rohan Iyer,rohan.iyer35@example.com,2026-08-10,US
u20036,Rohan Rao,rohan.rao36@example.com,2026-08-20,IN
u20037,Kabir Sharma,kabir.sharma37@example.com,2026-08-05,US
u20038,Isha Das,isha.das38@example.com,2026-07-22,DE
u20039,Isha Das,isha.das39@example.com,2026-08-06,IN
u20040,Aarav Nair,aarav.nair40@example.com,2026-05-02,SG
u20041,Sahithi Gupta,sahithi.gupta41@example.com,2026-03-25,DE
u20042,Arjun Reddy,arjun.reddy42@example.com,2026-02-09,JP
u20043,Kabir Sharma,kabir.sharma43@example.com,2026-08-18,US
u20044,Isha Reddy,isha.reddy44@example.com,2026-04-10,IN
u20045,Arjun Gupta,arjun.gupta45@example.com,2026-06-28,IN
u20046,Arjun Reddy,arjun.reddy46@example.com,2026-04-07,JP
u20047,Kabir Menon,kabir.menon47@example.com,2026-03-20,US
u20048,Sahithi Nair,sahithi.nair48@example.com,2026-01-19,SG
u20049,Maya Iyer,maya.iyer49@example.com,2026-06-23,SG
u20050,Maya Gupta,maya.gupta50@example.com,2026-09-22,IN
u20051,Rohan Menon,rohan.menon51@example.com,2026-01-09,US
